,,,,,,Team Totals,,,,,,,,,,,,,,,,,,Team Shooting,,,,,
Season,Team,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
2015-16,OKC,82,55,27,0.671,19830,3372,7082,2694,5137,678,1945,1616,2067,1071,2916,3987,1883,603,487,1305,1691,9038,0.476,0.524,0.349,0.782,0.565,0.524
2015-16,ORL,82,35,47,0.427,19905,3242,7120,2606,5302,636,1818,1249,1649,843,2709,3552,1933,673,417,1155,1701,8369,0.455,0.492,0.35,0.757,0.533,0.5
2015-16,PHI,82,10,72,0.122,19805,2970,6887,2206,4632,764,2255,1284,1850,777,2605,3382,1765,680,495,1343,1780,7988,0.431,0.476,0.339,0.694,0.519,0.487
2015-16,PHO,82,23,59,0.28,19705,3051,7018,2313,4900,738,2118,1431,1905,943,2733,3676,1701,632,313,1410,1858,8271,0.435,0.472,0.348,0.751,0.526,0.487
2015-16,POR,82,44,38,0.537,19805,3167,7040,2303,4704,864,2336,1424,1889,948,2782,3730,1748,562,380,1200,1782,8622,0.45,0.49,0.37,0.754,0.548,0.511
2015-16,SAC,82,33,49,0.402,19805,3283,7083,2623,5244,660,1839,1514,2089,868,2760,3628,2009,733,368,1326,1676,8740,0.464,0.5,0.359,0.725,0.546,0.51
2015-16,SAS,82,67,15,0.817,19705,3289,6797,2719,5279,570,1518,1342,1672,770,2831,3601,2010,677,485,1071,1433,8490,0.484,0.515,0.375,0.803,0.564,0.526
2015-16,TOR,82,56,26,0.683,19780,3006,6669,2298,4754,708,1915,1702,2190,836,2724,3560,1536,636,449,1073,1610,8422,0.451,0.483,0.37,0.777,0.552,0.504
2015-16,UTA,82,40,42,0.488,19955,2957,6593,2263,4637,694,1956,1402,1885,880,2665,3545,1555,631,425,1224,1655,8010,0.449,0.488,0.355,0.744,0.54,0.501
2015-16,WAS,82,41,41,0.5,19755,3238,7033,2529,5050,709,1983,1349,1849,743,2688,3431,2005,708,323,1186,1708,8534,0.46,0.501,0.358,0.73,0.544,0.511
2016-17,ATL,82,43,39,0.524,19880,3123,6918,2394,4781,729,2137,1484,2039,842,2793,3635,1938,672,397,1294,1491,8459,0.451,0.501,0.341,0.728,0.541,0.504
2016-17,BOS,82,53,29,0.646,19755,3168,6978,2183,4236,985,2742,1536,1903,744,2698,3442,2069,617,340,1088,1686,8857,0.454,0.515,0.359,0.807,0.567,0.525
2016-17,CHO,82,36,46,0.439,19830,3093,7000,2269,4653,824,2347,1591,1953,721,2853,3574,1891,571,390,942,1360,8601,0.442,0.488,0.351,0.815,0.547,0.501
2016-17,CHI,82,41,41,0.5,19780,3169,7141,2546,5310,623,1831,1474,1848,999,2797,3796,1851,643,393,1112,1455,8435,0.444,0.479,0.34,0.798,0.53,0.487
2016-17,CLE,82,51,31,0.622,19880,3275,6963,2208,4184,1067,2779,1431,1913,766,2821,3587,1858,539,327,1121,1486,9048,0.47,0.528,0.384,0.748,0.58,0.547
2016-17,DAL,82,33,49,0.402,19780,2968,6750,2090,4277,878,2473,1215,1516,647,2516,3163,1705,614,307,972,1567,8029,0.44,0.489,0.355,0.801,0.541,0.505
2016-17,DEN,82,40,42,0.488,19755,3377,7194,2507,4829,870,2365,1537,1986,966,2837,3803,2077,568,323,1226,1567,9161,0.469,0.519,0.368,0.774,0.568,0.53
2016-17,DET,82,37,45,0.451,19805,3269,7282,2638,5367,631,1915,1140,1586,908,2838,3746,1732,574,310,973,1467,8309,0.449,0.492,0.33,0.719,0.521,0.492
2016-17,GSW,82,67,15,0.817,19780,3532,7140,2550,4578,982,2562,1457,1850,770,2873,3643,2491,785,555,1211,1585,9503,0.495,0.557,0.383,0.788,0.597,0.563
2016-17,HOU,82,55,27,0.671,19780,3305,7152,2124,3846,1181,3306,1667,2177,892,2746,3638,2070,670,352,1240,1634,9458,0.462,0.552,0.357,0.766,0.583,0.545
2016-17,IND,82,42,40,0.512,19855,3221,6931,2512,5046,709,1885,1467,1811,742,2702,3444,1844,669,409,1130,1597,8618,0.465,0.498,0.376,0.81,0.558,0.516
2016-17,LAC,82,51,31,0.622,19755,3242,6820,2401,4575,841,2245,1586,2128,738,2790,3528,1848,612,347,1062,1626,8911,0.475,0.525,0.375,0.745,0.574,0.537
2016-17,LAL,82,26,56,0.317,19705,3224,7164,2494,5054,730,2110,1397,1853,933,2636,3569,1716,674,320,1243,1698,8575,0.45,0.493,0.346,0.754,0.537,0.501
2016-17,MEM,82,43,39,0.524,19905,2984,6854,2217,4685,767,2169,1504,1918,886,2621,3507,1744,653,344,1059,1840,8239,0.435,0.473,0.354,0.784,0.535,0.491
2016-17,MIA,82,41,41,0.5,19780,3202,7037,2394,4824,808,2213,1248,1768,872,2705,3577,1742,588,469,1102,1680,8460,0.455,0.496,0.365,0.706,0.541,0.512
2016-17,MIL,82,42,40,0.512,19780,3182,6715,2462,4769,720,1946,1413,1839,723,2589,3312,1984,666,436,1145,1660,8497,0.474,0.516,0.37,0.768,0.565,0.527
2016-17,MIN,82,31,51,0.378,19805,3235,6922,2634,5199,601,1723,1586,1986,938,2540,3478,1940,654,370,1150,1646,8657,0.467,0.507,0.349,0.799,0.555,0.511
2016-17,BRK,82,20,62,0.244,19755,3102,6987,2225,4396,877,2591,1592,2020,721,2879,3600,1756,593,387,1356,1726,8673,0.444,0.506,0.338,0.788,0.551,0.507
2016-17,NOP,82,34,48,0.415,19905,3210,7130,2442,4934,768,2196,1368,1825,703,2879,3582,1869,638,453,1054,1490,8556,0.45,0.495,0.35,0.75,0.539,0.504
2016-17,NYK,82,31,51,0.378,19855,3244,7256,2540,5234,704,2022,1364,1731,983,2723,3706,1786,581,455,1139,1668,8556,0.447,0.485,0.348,0.788,0.534,0.496
2016-17,OKC,82,47,35,0.573,19805,3237,7169,2545,5053,692,2116,1575,2113,1002,2821,3823,1721,648,408,1230,1715,8741,0.452,0.504,0.327,0.745,0.54,0.5
2016-17,ORL,82,29,53,0.354,19805,3139,7133,2438,4994,701,2139,1309,1753,807,2734,3541,1820,580,396,1091,1584,8288,0.44,0.488,0.328,0.747,0.524,0.489
2016-17,PHI,82,28,54,0.341,19830,3088,6992,2257,4549,831,2443,1393,1806,807,2706,3513,1949,692,420,1366,1793,8400,0.442,0.496,0.34,0.771,0.539,0.501
2016-17,PHO,82,24,58,0.293,19830,3270,7260,2655,5406,615,1854,1676,2159,976,2712,3688,1604,673,399,1265,2030,8831,0.45,0.491,0.332,0.776,0.538,0.493
2016-17,POR,82,41,41,0.5,19930,3243,7059,2391,4787,852,2272,1513,1940,830,2750,3580,1733,574,408,1126,1736,8851,0.459,0.499,0.375,0.78,0.559,0.52
2016-17,SAC,82,32,50,0.39,19880,3105,6734,2368,4774,737,1960,1483,1913,715,2652,3367,1844,627,324,1201,1667,8430,0.461,0.496,0.376,0.775,0.556,0.516
2016-17,SAS,82,61,21,0.744,19805,3222,6864,2469,4937,753,1927,1440,1806,821,2777,3598,1954,655,484,1101,1498,8637,0.469,0.5,0.391,0.797,0.564,0.524
2016-17,TOR,82,51,31,0.622,19780,3211,6918,2486,4922,725,1996,1615,2028,871,2676,3547,1517,677,400,1041,1708,8762,0.464,0.505,0.363,0.796,0.561,0.517
2016-17,UTA,82,51,31,0.622,19755,3033,6515,2242,4387,791,2128,1401,1875,771,2774,3545,1651,550,410,1118,1545,8258,0.466,0.511,0.372,0.747,0.563,0.526
2016-17,WAS,82,49,33,0.598,19855,3388,7137,2632,5107,756,2030,1421,1812,843,2671,3514,1956,693,336,1162,1745,8953,0.475,0.515,0.372,0.784,0.564,0.528
2017-18,ATL,82,24,58,0.293,19705,3130,7015,2213,4471,917,2544,1298,1654,743,2693,3436,1946,638,348,1276,1606,8475,0.446,0.495,0.36,0.785,0.547,0.512
2017-18,BOS,82,55,27,0.671,19805,3141,6975,2202,4483,939,2492,1308,1697,767,2878,3645,1842,604,373,1149,1618,8529,0.45,0.491,0.377,0.771,0.552,0.518
2017-18,CHO,82,36,46,0.439,19780,3197,7106,2373,4873,824,2233,1656,2216,827,2901,3728,1770,559,373,1041,1409,8874,0.45,0.487,0.369,0.747,0.549,0.508
2017-18,CHI,82,27,55,0.329,19855,3170,7285,2264,4736,906,2549,1194,1574,790,2873,3663,1923,626,289,1147,1571,8440,0.435,0.478,0.355,0.759,0.529,0.497
2017-18,CLE,82,50,32,0.61,19730,3311,6950,2330,4314,981,2636,1488,1909,694,2761,3455,1916,582,312,1126,1524,9091,0.476,0.54,0.372,0.779,0.584,0.547
2017-18,DAL,82,24,58,0.293,19805,3128,7042,2161,4354,967,2688,1167,1530,666,2717,3383,1858,578,310,1008,1578,8390,0.444,0.496,0.36,0.763,0.544,0.513
2017-18,DEN,82,46,36,0.561,19880,3338,7102,2398,4566,940,2536,1404,1830,902,2748,3650,2059,627,404,1227,1533,9020,0.47,0.525,0.371,0.767,0.57,0.536
2017-18,DET,82,39,43,0.476,19805,3208,7129,2322,4756,886,2373,1207,1621,830,2756,3586,1868,628,317,1103,1508,8509,0.45,0.488,0.373,0.745,0.543,0.512
2017-18,GSW,82,58,24,0.707,19730,3509,6981,2583,4611,926,2370,1360,1668,691,2877,3568,2402,656,612,1267,1607,9304,0.503,0.56,0.391,0.815,0.603,0.569
2017-18,HOU,82,65,17,0.793,19755,3174,6906,1918,3436,1256,3470,1609,2061,739,2825,3564,1767,699,392,1135,1597,9213,0.46,0.558,0.362,0.781,0.59,0.551
2017-18,IND,82,48,34,0.585,19755,3345,7083,2604,5073,741,2010,1225,1573,788,2684,3472,1819,721,340,1089,1544,8656,0.472,0.513,0.369,0.779,0.557,0.525
2017-18,LAC,82,42,40,0.512,19705,3302,7004,2525,4808,777,2196,1556,2095,832,2766,3598,1832,628,373,1204,1638,8937,0.471,0.525,0.354,0.743,0.564,0.527
2017-18,LAL,82,35,47,0.427,19905,3338,7248,2516,4864,822,2384,1364,1910,876,2927,3803,1949,633,388,1295,1736,8862,0.461,0.517,0.345,0.714,0.548,0.517
2017-18,MEM,82,22,60,0.268,19705,3013,6788,2255,4636,758,2152,1361,1732,779,2544,3323,1767,613,396,1227,1900,8145,0.444,0.486,0.352,0.786,0.539,0.5
2017-18,MIA,82,44,38,0.537,19930,3184,6997,2281,4491,903,2506,1209,1601,763,2801,3564,1862,620,437,1179,1648,8480,0.455,0.508,0.36,0.755,0.551,0.52
2017-18,MIL,82,44,38,0.537,19830,3257,6807,2539,4783,718,2024,1499,1915,688,2579,3267,1905,722,443,1134,1752,8731,0.478,0.531,0.355,0.783,0.571,0.531
2017-18,MIN,82,47,35,0.573,19805,3365,7063,2707,5218,658,1845,1592,1980,848,2593,3441,1861,689,345,1021,1495,8980,0.476,0.519,0.357,0.804,0.566,0.523
2017-18,BRK,82,28,54,0.341,19855,3136,7114,2095,4190,1041,2924,1428,1850,792,2852,3644,1941,512,390,1245,1688,8741,0.441,0.5,0.356,0.772,0.551,0.514
2017-18,NOP,82,48,34,0.585,19955,3500,7241,2663,4929,837,2312,1324,1716,712,2924,3636,2195,657,485,1223,1570,9161,0.483,0.54,0.362,0.772,0.573,0.541
2017-18,NYK,82,29,53,0.354,19830,3334,7193,2661,5279,673,1914,1225,1557,859,2752,3611,1912,552,421,1207,1682,8566,0.464,0.504,0.352,0.787,0.544,0.51
2017-18,OKC,82,48,34,0.585,19830,3271,7221,2390,4730,881,2491,1421,1985,1024,2671,3695,1750,743,412,1147,1653,8844,0.453,0.505,0.354,0.716,0.546,0.514
2017-18,ORL,82,25,57,0.305,19730,3182,7042,2338,4637,844,2405,1271,1678,722,2692,3414,1921,622,400,1192,1579,8479,0.452,0.504,0.351,0.757,0.545,0.512
2017-18,PHI,82,52,30,0.634,19780,3349,7098,2448,4653,901,2445,1405,1868,893,2996,3889,2221,682,420,1353,1811,9004,0.472,0.526,0.369,0.752,0.568,0.535
2017-18,PHO,82,21,61,0.256,19705,3153,7141,2390,4855,763,2286,1453,1962,842,2776,3618,1743,569,370,1289,1807,8522,0.442,0.492,0.334,0.741,0.532,0.495
2017-18,POR,82,49,33,0.598,19755,3222,7132,2377,4824,845,2308,1372,1715,835,2893,3728,1599,573,423,1109,1599,8661,0.452,0.493,0.366,0.8,0.549,0.511
2017-18,SAC,82,27,55,0.329,19755,3179,7063,2441,5096,738,1967,1008,1371,777,2578,3355,1768,643,340,1125,1639,8104,0.45,0.479,0.375,0.735,0.529,0.502
2017-18,SAS,82,47,35,0.573,19730,3202,6999,2506,5022,696,1977,1324,1715,849,2777,3626,1868,628,460,1078,1408,8424,0.457,0.499,0.352,0.772,0.543,0.507
2017-18,TOR,82,59,23,0.72,19830,3383,7169,2415,4464,968,2705,1422,1790,800,2807,3607,1995,626,500,1095,1783,9156,0.472,0.541,0.358,0.794,0.575,0.539
2017-18,UTA,82,48,34,0.585,19755,3139,6797,2252,4372,887,2425,1375,1766,740,2807,3547,1839,708,420,1205,1608,8540,0.462,0.515,0.366,0.779,0.564,0.527
2017-18,WAS,82,43,39,0.524,19855,3275,7018,2461,4845,814,2173,1378,1786,823,2713,3536,2065,645,353,1196,1746,8742,0.467,0.508,0.375,0.772,0.56,0.525
2018-19,ATL,82,29,53,0.354,19855,3392,7524,2325,4490,1067,3034,1443,1918,955,2825,3780,2118,675,419,1397,1932,9294,0.451,0.518,0.352,0.752,0.555,0.522
2018-19,BOS,82,49,33,0.598,19780,3451,7423,2419,4594,1032,2829,1282,1598,804,2849,3653,2155,706,435,1052,1670,9216,0.465,0.527,0.365,0.802,0.567,0.534
2018-19,CHO,82,39,43,0.476,19830,3297,7362,2320,4579,977,2783,1510,1895,814,2778,3592,1905,591,405,1001,1550,9081,0.448,0.507,0.351,0.797,0.554,0.514
2018-19,CHI,82,22,60,0.268,19905,3266,7205,2521,5082,745,2123,1328,1695,718,2799,3517,1796,603,351,1159,1663,8605,0.453,0.496,0.351,0.783,0.541,0.505
2018-19,CLE,82,19,63,0.232,19755,3189,7184,2342,4796,847,2388,1342,1694,879,2619,3498,1698,534,195,1106,1642,8567,0.444,0.488,0.355,0.792,0.54,0.503
2018-19,DAL,82,33,49,0.402,19780,3182,7122,2160,4120,1022,3002,1541,2076,832,2884,3716,1918,533,351,1167,1650,8927,0.447,0.524,0.34,0.742,0.555,0.519
2018-19,DEN,82,54,28,0.659,19730,3439,7384,2536,4813,903,2571,1294,1714,972,2832,3804,2245,634,363,1102,1644,9075,0.466,0.527,0.351,0.755,0.558,0.527
2018-19,DET,82,41,41,0.5,19855,3185,7238,2192,4384,993,2854,1415,1893,936,2752,3688,1845,569,331,1135,1811,8778,0.44,0.5,0.348,0.747,0.544,0.509
2018-19,GSW,82,57,25,0.695,19805,3612,7361,2525,4537,1087,2824,1339,1672,797,2990,3787,2413,625,525,1169,1757,9650,0.491,0.557,0.385,0.801,0.596,0.565
2018-19,HOU,82,53,29,0.646,19830,3218,7163,1895,3442,1323,3721,1582,2001,836,2613,3449,1741,700,405,1094,1803,9341,0.449,0.551,0.356,0.791,0.581,0.542
2018-19,IND,82,48,34,0.585,19705,3390,7135,2611,5054,779,2081,1298,1727,762,2766,3528,2128,713,404,1122,1594,8857,0.475,0.517,0.374,0.752,0.561,0.53
2018-19,LAC,82,48,34,0.585,19830,3384,7178,2563,5060,821,2118,1853,2340,796,2936,3732,1970,561,385,1193,1913,9442,0.471,0.507,0.388,0.792,0.575,0.529
2018-19,LAL,82,37,45,0.451,19780,3491,7425,2644,4884,847,2541,1336,1910,835,2985,3820,2096,618,440,1284,1701,9165,0.47,0.541,0.333,0.699,0.554,0.527
2018-19,MEM,82,33,49,0.402,19880,3113,6924,2302,4556,811,2368,1453,1882,723,2703,3426,1963,684,448,1147,1801,8490,0.45,0.505,0.342,0.772,0.548,0.508
2018-19,MIA,82,39,43,0.476,19730,3251,7218,2323,4560,928,2658,1238,1782,921,2879,3800,1991,627,448,1208,1712,8668,0.45,0.509,0.349,0.695,0.542,0.515
2018-19,MIL,82,60,22,0.732,19780,3555,7471,2450,4337,1105,3134,1471,1904,762,3316,4078,2136,615,486,1137,1608,9686,0.476,0.565,0.353,0.773,0.583,0.55
2018-19,MIN,82,36,46,0.439,19830,3413,7483,2586,5126,827,2357,1570,1995,923,2750,3673,2018,683,411,1074,1664,9223,0.456,0.504,0.351,0.787,0.552,0.511
2018-19,BRK,82,42,40,0.512,19980,3301,7358,2254,4393,1047,2965,1555,2088,900,2919,3819,1954,539,339,1236,1763,9204,0.449,0.513,0.353,0.745,0.556,0.52
2018-19,NOP,82,33,49,0.402,19755,3581,7563,2739,5114,842,2449,1462,1921,909,2969,3878,2216,610,441,1215,1732,9466,0.473,0.536,0.344,0.761,0.563,0.529
2018-19,NYK,82,17,65,0.207,19780,3134,7241,2311,4820,823,2421,1484,1956,857,2811,3668,1646,557,422,1151,1713,8575,0.433,0.479,0.34,0.759,0.529,0.49
2018-19,OKC,82,49,33,0.598,19855,3497,7706,2565,5029,932,2677,1461,2049,1031,2911,3942,1917,766,425,1145,1839,9387,0.454,0.51,0.348,0.713,0.545,0.514
2018-19,ORL,82,42,40,0.512,19780,3316,7307,2379,4674,937,2633,1231,1575,822,2902,3724,2095,543,445,1082,1526,8800,0.454,0.509,0.356,0.782,0.55,0.518
2018-19,PHI,82,51,31,0.622,19805,3407,7233,2518,4759,889,2474,1742,2258,892,3025,3917,2207,606,432,1223,1745,9445,0.471,0.529,0.359,0.771,0.574,0.532
2018-19,PHO,82,19,63,0.232,19880,3289,7164,2499,4764,790,2400,1447,1858,748,2563,3311,1957,735,418,1279,1932,8815,0.459,0.525,0.329,0.779,0.552,0.514
2018-19,POR,82,53,29,0.646,19855,3470,7427,2566,4907,904,2520,1558,1914,967,2968,3935,1887,546,413,1135,1669,9402,0.467,0.523,0.359,0.814,0.568,0.528
2018-19,SAC,82,39,43,0.476,19730,3541,7637,2614,5182,927,2455,1354,1865,906,2819,3725,2083,679,363,1095,1751,9363,0.464,0.504,0.378,0.726,0.554,0.524
2018-19,SAS,82,48,34,0.585,19805,3468,7248,2656,5177,812,2071,1408,1720,757,2910,3667,2013,501,386,992,1487,9156,0.478,0.513,0.392,0.819,0.572,0.534
2018-19,TOR,82,58,24,0.707,19880,3460,7305,2445,4534,1015,2771,1449,1803,786,2920,3706,2085,680,437,1150,1724,9384,0.474,0.539,0.366,0.804,0.579,0.543
2018-19,UTA,82,50,32,0.61,19755,3314,7082,2321,4293,993,2789,1540,2092,820,2981,3801,2133,663,483,1240,1728,9161,0.468,0.541,0.356,0.736,0.572,0.538
2018-19,WAS,82,32,50,0.39,19930,3456,7387,2526,4656,930,2731,1508,1963,794,2679,3473,2154,683,379,1154,1701,9350,0.468,0.543,0.341,0.768,0.567,0.531
